date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
2021-05-24,90,99,97,96,96,59,89,88,31410,34560,3150,6840,20160,4410,570,91,660,17310,2021-05-23T22:35:30.000+01:00,2021-05-24T08:11:30.000+01:00,72.71,66,22,None,0.21,17.375,80,44,60,78,96,97,206,2431,4009,3777,47220,29040,9660,480,0,0,1.28125,3,80,98,79,84,62,100,54,84,100
2021-05-25,75,78,95,25,100,74,72,72,24300,25620,1320,5820,17430,1050,301,95,270,12690,2021-05-25T00:22:31.000+01:00,2021-05-25T07:29:31.000+01:00,65.63,61,27,0.05,0.21,17,74,46,60,60,71,96,152,2362,2863,2556,46740,31080,8280,240,60,0,1.25,3,82,60,77,87,68,100,98,89,100
2021-05-26,70,85,95,17,81,57,24,97,25830,30780,4950,5850,19290,690,492,84,2580,16560,2021-05-25T22:29:50.000+01:00,2021-05-26T07:02:50.000+01:00,65.87,58,25,-0.09,0.16,16.625,82,58,95,60,96,96,509,2750,8157,7985,41340,30000,12600,780,1680,0,1.4375,1,76,48,78,90,76,100,90,91,60
2021-05-27,78,88,96,29,79,47,97,99,26430,32040,5610,6450,18720,1260,437,82,960,17190,2021-05-26T22:14:05.000+01:00,2021-05-27T07:08:05.000+01:00,68.68,62,20,0.02,0.14,16.625,81,45,100,60,100,96,401,2718,8876,6973,47400,22320,13680,3000,0,0,1.4375,0,80,68,80,56,74,100,100,90,86
2021-05-28,50,43,60,34,76,51,64,38,15990,19560,3570,3690,10890,1410,257,82,1680,10080,2021-05-28T02:15:29.000+01:00,2021-05-28T07:41:29.000+01:00,67.59,63,27,-0.28,0.02,16.75,79,53,78,60,100,91,157,2401,3272,2275,43680,31620,10860,240,0,0,1.25,2,76,None,64,78,74,95,100,93,48
2021-05-29,80,96,95,18,93,61,83,86,29400,32940,3540,5790,22830,780,398,89,540,16950,2021-05-28T22:45:30.000+01:00,2021-05-29T07:54:30.000+01:00,70.77,67,17,0.06,0.06,16.75,87,85,100,60,100,95,693,2978,14505,12899,28500,29460,20580,4140,60,3660,1.5625,0,80,73,70,95,83,99,68,90,100
2021-05-30,81,89,88,91,95,61,94,36,26760,29820,3060,5370,17670,3720,374,90,750,15060,2021-05-30T00:56:29.000+01:00,2021-05-30T09:13:29.000+01:00,64.97,61,28,-0.02,0.11,16.5,86,84,100,60,96,95,564,2845,11185,10470,28800,34260,20880,2400,60,0,1.5,0,83,75,72,77,74,100,99,93,100
2021-05-31,77,80,93,88,90,57,94,39,24630,27960,3330,5670,15390,3570,367,88,750,14640,2021-05-31T00:56:00.000+01:00,2021-05-31T08:42:00.000+01:00,66.17,59,30,-0.48,-0.02,16.5,91,87,100,78,100,96,738,3020,15718,13897,27360,33120,21960,3960,0,0,1.59375,0,78,65,70,83,69,89,96,97,65
2021-06-01,85,99,97,58,95,51,89,90,31290,34920,3630,7260,21630,2400,556,90,660,17970,2021-05-31T22:20:17.000+01:00,2021-06-01T08:02:17.000+01:00,73.37,67,17,0.14,0.04,17,84,64,100,78,100,96,382,2637,7887,6501,38700,31680,13860,2100,60,0,1.375,0,73,85,81,76,59,93,67,93,26
2021-06-02,71,65,69,65,88,49,91,100,21300,24540,3240,4260,14340,2700,439,87,1080,12600,2021-06-01T23:16:01.000+01:00,2021-06-02T06:05:01.000+01:00,67.96,61,28,-0.44,-0.03,16.5,76,50,60,78,100,96,500,2815,11141,8916,46020,22080,14340,3960,0,0,1.5,3,77,50,74,86,61,90,100,96,69
2021-06-03,83,86,70,88,90,59,94,94,26040,29820,3780,4290,18150,3600,456,87,1020,15180,2021-06-02T22:57:03.000+01:00,2021-06-03T07:14:03.000+01:00,69.13,66,20,0.15,0.09,16.875,79,62,95,78,100,97,428,2669,7847,7016,39480,28560,10980,2280,600,4500,1.40625,1,78,80,75,74,60,92,84,94,67
2021-06-04,79,78,79,83,69,63,97,91,24270,30780,6510,4860,15990,3420,283,79,840,16590,2021-06-03T22:39:01.000+01:00,2021-06-04T07:12:01.000+01:00,67.93,64,23,-0.25,0.05,16.625,75,55,95,78,100,96,195,2460,3755,3048,43680,30360,12180,180,0,0,1.28125,1,80,70,73,77,64,96,100,94,76
2021-06-05,84,99,97,68,97,56,72,75,31230,33960,2730,6870,21540,2820,505,92,300,16440,2021-06-04T23:14:03.000+01:00,2021-06-05T08:40:03.000+01:00,70.19,65,26,0.13,0.15,17.5,92,90,100,78,100,99,1240,3520,20927,21029,26220,35040,16560,5640,2940,0,1.84375,0,85,83,82,93,72,94,76,95,100
2021-06-06,85,96,96,68,86,54,97,81,28890,33660,4770,6360,19740,2790,394,86,930,16860,2021-06-05T22:56:39.000+01:00,2021-06-06T08:17:39.000+01:00,72.8,62,16,-0.05,0.15,16.875,92,87,100,78,100,99,522,2752,11397,9267,25860,42180,14520,3840,0,0,1.4375,0,75,85,86,14,52,100,100,90,57
2021-06-07,79,95,97,1,90,52,97,100,28440,32220,3780,6960,21480,0,449,88,840,16710,2021-06-06T22:16:02.000+01:00,2021-06-07T07:13:02.000+01:00,67.69,61,21,0.62,0.43,17.25,82,55,100,60,100,99,427,2713,9210,7399,42240,26640,14640,2880,0,0,1.4375,0,77,70,89,91,51,52,100,89,68
2021-06-08,67,78,78,6,76,51,75,86,24210,29700,5490,4770,19230,210,426,82,360,16500,2021-06-07T22:52:45.000+01:00,2021-06-08T07:07:45.000+01:00,68.24,62,22,0.18,0.5,17,81,68,95,60,100,98,320,2574,7024,5241,36060,31500,11700,1980,0,5160,1.34375,1,75,40,85,82,55,90,100,89,61
2021-06-09,81,94,93,38,95,49,81,98,28080,31260,3180,5670,20820,1590,464,90,480,15930,2021-06-08T22:37:14.000+01:00,2021-06-09T07:18:14.000+01:00,68.75,63,15,-0.12,0.32,16.375,78,56,100,43,100,97,276,2588,5670,4470,42420,27300,16260,420,0,0,1.375,0,82,75,88,93,61,100,100,82,65
2021-06-10,68,74,67,25,81,55,75,85,23370,27780,4410,4110,18180,1080,386,84,1410,14670,2021-06-09T23:23:59.000+01:00,2021-06-10T07:06:59.000+01:00,63.11,59,26,-0.06,0.11,16.875,84,65,100,60,100,97,673,2969,10414,10683,37500,28860,16680,1620,1740,0,1.5625,0,81,43,83,90,67,100,97,87,100
2021-06-11,70,82,81,17,67,53,89,76,25080,32340,7260,4950,19410,720,408,78,1140,18570,2021-06-10T22:37:02.000+01:00,2021-06-11T07:36:02.000+01:00,70.07,63,21,0.06,0.12,17,84,65,95,60,100,96,370,2671,7366,6403,40140,26940,18720,540,60,0,1.40625,1,73,48,81,51,64,100,97,86,65
2021-06-12,73,93,91,15,83,49,62,84,27690,32700,5010,5550,21510,630,520,85,30,16110,2021-06-11T23:01:48.000+01:00,2021-06-12T08:06:48.000+01:00,68.92,64,18,-0.02,0.14,16.625,87,89,100,60,100,96,888,3253,16432,15698,26040,27660,28440,3060,1200,0,1.71875,0,77,55,83,86,69,100,97,82,54
2021-06-13,64,58,64,28,95,67,83,71,19560,21780,2220,3930,14430,1200,323,90,540,10500,2021-06-13T01:01:34.000+01:00,2021-06-13T07:04:34.000+01:00,71.62,67,18,0.08,0.18,17.25,82,75,100,60,100,98,636,2913,14400,11069,33420,26880,15240,5700,0,5160,1.53125,0,60,33,72,55,59,98,64,78,48
2021-06-14,76,92,96,28,93,53,54,91,27390,30960,3570,6210,20010,1170,486,88,1920,16260,2021-06-13T22:47:00.000+01:00,2021-06-14T07:23:00.000+01:00,68.37,66,24,0.35,0.31,17.5,77,57,100,60,96,97,370,2638,7837,6591,40920,31260,12240,1980,0,0,1.375,0,75,63,74,80,57,75,73,84,100
2021-06-15,80,89,85,31,96,57,99,96,26760,29400,2640,5220,20250,1290,382,91,900,15000,2021-06-14T22:58:17.000+01:00,2021-06-15T07:08:17.000+01:00,64.93,58,21,-0.19,0.23,17.25,71,43,95,60,96,96,224,2496,4663,3765,48000,25920,11880,600,0,0,1.3125,1,74,73,75,86,61,99,93,84,35
2021-06-16,61,49,44,95,58,64,75,74,17430,23460,6030,2760,10500,4170,252,74,1410,12810,2021-06-16T00:16:33.000+01:00,2021-06-16T06:47:33.000+01:00,63.83,60,31,0.08,0.18,17,81,53,95,60,96,95,220,2459,4217,3579,42780,31080,11880,600,60,0,1.28125,1,68,25,62,88,69,98,93,90,56
2021-06-17,77,83,86,28,98,63,86,87,25440,27540,2100,5280,18960,1200,367,92,570,13800,2021-06-16T23:35:45.000+01:00,2021-06-17T07:14:45.000+01:00,70.08,67,17,0.35,0.29,17.25,74,58,100,43,71,84,341,2633,7440,5534,40860,27540,16140,1860,0,0,1.375,0,75,65,62,92,75,75,71,86,96
2021-06-18,66,60,52,95,93,54,83,41,20130,22620,2490,3240,12630,4260,349,89,540,10860,2021-06-18T01:56:34.000+01:00,2021-06-18T08:13:34.000+01:00,62.48,59,32,-0.27,0.22,16.25,74,70,95,43,71,77,305,2524,6810,5248,35040,38220,11040,2100,0,0,1.3125,1,74,38,55,89,79,96,98,92,96
2021-06-19,84,98,97,43,95,62,97,75,30510,33960,3450,7200,21510,1800,456,90,840,16650,2021-06-18T23:11:44.000+01:00,2021-06-19T08:37:44.000+01:00,67.78,63,20,0.27,0.27,16.875,66,76,95,25,40,64,297,2510,5957,5307,31620,36720,14340,840,0,2880,1.3125,1,84,83,65,95,83,82,100,90,86
2021-06-20,84,98,96,64,90,54,81,86,30300,34620,4320,6360,21300,2640,439,88,450,17340,2021-06-19T22:38:18.000+01:00,2021-06-20T08:15:18.000+01:00,71.86,66,16,0.25,0.37,16.75,72,94,100,25,40,86,770,3063,16177,14264,24900,33960,23280,4260,0,0,1.59375,0,77,83,74,97,87,83,70,87,45
2021-06-21,91,98,96,96,98,56,94,100,30390,32760,2370,6570,19110,4710,521,93,750,16710,2021-06-20T22:18:08.000+01:00,2021-06-21T07:24:08.000+01:00,71.1,66,24,-0.06,0.35,17.5,65,61,78,25,40,89,351,2640,7368,6110,40320,31380,12780,1920,0,0,1.375,2,84,100,82,77,75,100,71,88,90
2021-06-22,85,95,93,82,95,54,72,99,28290,31560,3270,5700,19260,3330,427,90,300,16110,2021-06-21T22:32:30.000+01:00,2021-06-22T07:18:30.000+01:00,70.31,63,22,0.16,0.31,17.25,75,56,95,43,71,97,680,2965,9691,10583,41520,28500,12780,1740,1860,0,1.5625,1,84,84,87,87,76,91,97,88,60
2021-06-23,68,56,55,76,100,68,62,94,19170,19860,690,3420,12660,3090,286,97,30,9750,2021-06-23T00:28:29.000+01:00,2021-06-23T05:59:29.000+01:00,68.16,64,28,-0.2,0.19,17.875,85,71,95,60,96,99,883,3244,11240,15534,38760,19740,14760,8940,0,4200,1.71875,1,68,42,77,46,70,98,89,91,43
2021-06-24,75,78,81,47,93,54,91,84,24270,27180,2910,4950,17370,1950,363,89,690,13980,2021-06-23T23:38:47.000+01:00,2021-06-24T07:11:47.000+01:00,67.4,64,20,-0.54,-0.04,16.75,82,52,100,60,96,99,362,2649,7051,6103,43380,29040,11700,2040,240,0,1.375,0,75,60,74,63,60,86,89,89,87
2021-06-25,88,99,99,96,100,68,72,66,31830,33180,1350,8490,18840,4500,355,96,300,16470,2021-06-24T23:32:00.000+01:00,2021-06-25T08:45:00.000+01:00,72.45,65,17,0.57,0.18,17.25,84,65,100,60,96,98,163,2356,3140,2765,38760,38100,9240,300,0,0,1.21875,0,76,93,84,82,64,56,80,86,69
2021-06-26,85,94,95,52,99,67,78,95,28080,29940,1860,5880,20040,2160,345,94,390,15000,2021-06-25T22:58:23.000+01:00,2021-06-26T07:17:23.000+01:00,66.68,58,18,-0.55,0.11,16.5,88,91,100,60,96,96,250,2424,5041,4437,26280,41880,13620,360,0,4260,1.25,0,84,85,87,99,72,86,93,84,59
2021-06-27,84,100,97,40,81,54,91,100,32250,38520,6270,7350,23220,1680,461,84,1080,20520,2021-06-26T21:17:14.000+01:00,2021-06-27T07:59:14.000+01:00,68.43,63,22,0.43,0.28,17.25,84,69,100,60,96,96,459,2688,9415,8338,36120,32700,14640,2880,60,0,1.40625,0,81,82,95,100,77,69,96,85,95
2021-06-28,68,68,73,47,90,71,62,65,21840,24780,2940,4500,15360,1980,255,88,1710,12630,2021-06-28T00:37:02.000+01:00,2021-06-28T07:30:02.000+01:00,63.51,59,24,0.25,0.36,16.25,77,33,78,60,100,96,440,2759,9633,7518,53100,19560,9720,4020,0,0,1.46875,2,77,42,87,84,76,85,90,86,66
2021-06-29,60,43,46,70,96,69,91,42,15990,17580,1590,2880,10260,2850,188,91,690,8880,2021-06-29T02:28:00.000+01:00,2021-06-29T07:21:00.000+01:00,69.44,67,25,0.08,0.4,18.125,80,49,95,60,96,95,324,2617,7085,5551,47100,27180,9780,2340,0,0,1.375,1,66,23,71,72,77,98,62,88,73
2021-06-30,74,86,74,40,88,50,97,68,26040,30000,3960,4560,19830,1650,417,87,840,16200,2021-06-29T23:33:01.000+01:00,2021-06-30T07:53:01.000+01:00,70.72,63,25,-0.89,-0.09,17.625,79,58,60,60,96,96,482,2747,8463,7581,40320,31560,11160,2700,660,0,1.4375,3,75,58,71,84,80,76,79,89,68
2021-07-01,75,81,87,56,79,50,81,92,24840,29940,5100,5340,17190,2310,385,83,1320,16380,2021-06-30T22:42:59.000+01:00,2021-07-01T07:01:59.000+01:00,70.9,63,16,-0.52,-0.37,16.875,81,61,78,60,96,95,219,2510,4560,3236,40080,28380,14340,180,0,3420,1.3125,2,75,60,70,74,79,87,100,86,50
2021-07-02,85,96,80,62,98,65,91,88,28860,31140,2280,4890,21420,2550,446,93,720,15810,2021-07-01T22:59:04.000+01:00,2021-07-02T07:38:04.000+01:00,67.93,63,29,0.23,-0.13,17.375,77,46,78,60,96,87,238,2517,4906,4118,48180,25680,12000,540,0,0,1.3125,2,84,85,74,96,85,86,86,90,87
2021-07-03,62,56,52,41,86,68,94,49,19050,22140,3090,3240,14070,1740,250,86,990,11640,2021-07-03T01:27:34.000+01:00,2021-07-03T07:36:34.000+01:00,70.63,67,15,-0.05,0.11,16.625,92,89,95,78,100,100,1318,3616,3954,23562,25740,26520,9420,15840,180,8700,1.90625,1,65,28,63,87,88,100,70,85,44
2021-07-04,59,50,54,59,83,65,81,37,17760,20940,3180,3360,11970,2430,188,85,450,11190,2021-07-04T01:57:02.000+01:00,2021-07-04T07:46:02.000+01:00,72.84,66,13,0.06,0.17,16.25,92,83,100,78,100,100,1363,3643,8117,24637,19680,37500,13980,15240,0,0,1.90625,0,54,20,52,51,67,100,79,70,34
2021-07-05,76,87,72,40,83,58,75,100,26250,30780,4530,4410,20190,1650,353,85,1440,15810,2021-07-04T22:30:00.000+01:00,2021-07-05T07:03:00.000+01:00,69.51,62,18,0.25,0.23,17.375,87,56,100,78,96,100,136,2301,2737,2298,42120,35940,8100,240,0,0,1.1875,0,62,63,55,50,41,83,100,67,44
2021-07-06,78,93,73,31,95,60,67,100,27720,30720,3000,4500,21900,1320,404,90,150,15120,2021-07-05T22:26:03.000+01:00,2021-07-06T06:58:03.000+01:00,66.94,63,19,0.34,0.37,16.375,88,90,95,60,100,100,436,2609,7950,7434,25560,41640,12120,1200,900,4980,1.34375,1,75,68,62,97,51,76,95,66,100
2021-07-07,80,96,89,37,83,49,83,100,28740,33960,5220,5430,21750,1560,458,85,510,18600,2021-07-06T21:45:00.000+01:00,2021-07-07T07:11:00.000+01:00,71.93,64,21,0.17,0.37,17.375,80,66,100,43,96,100,144,2296,2918,2424,36720,40500,9120,60,0,0,1.1875,0,72,73,68,83,53,90,95,68,59
2021-07-08,68,66,65,25,90,50,91,100,21540,24480,2940,3990,16500,1050,399,88,1080,12750,2021-07-07T23:11:02.000+01:00,2021-07-08T05:59:02.000+01:00,72.52,64,25,-0.3,0.13,17.625,79,61,95,43,96,97,293,2489,6522,5115,40140,32160,12600,1500,0,0,1.3125,1,66,43,63,100,63,95,86,77,28
2021-07-09,85,97,98,86,65,57,81,100,29490,38220,8730,7800,18180,3510,453,77,480,20880,2021-07-08T20:55:00.000+01:00,2021-07-09T07:32:00.000+01:00,70.27,65,29,0.09,0.07,17.25,81,76,100,43,96,95,282,2483,5747,4946,32880,38220,14520,780,0,0,1.28125,0,80,85,71,90,68,97,70,87,100
2021-07-10,79,99,97,19,99,58,59,79,31590,33540,1950,6960,23820,810,466,94,0,16680,2021-07-09T23:02:02.000+01:00,2021-07-10T08:21:02.000+01:00,67.8,62,25,None,0.16,17,78,99,100,25,96,84,447,2639,9973,8034,19500,43080,13980,3120,0,6720,1.375,0,83,70,82,97,74,100,100,89,66
2021-07-11,82,97,96,34,99,63,81,71,29580,31320,1740,6690,21450,1440,351,94,480,15510,2021-07-10T23:38:58.000+01:00,2021-07-11T08:20:58.000+01:00,61.62,53,26,-0.23,0.03,16.375,80,98,100,25,96,99,1349,3635,6568,24324,20940,35880,12120,15480,0,1980,1.875,0,80,78,89,97,76,97,68,91,52
2021-07-12,82,95,95,50,93,55,78,87,28170,31740,3570,6090,19980,2100,413,89,420,16230,2021-07-11T22:54:03.000+01:00,2021-07-12T07:43:03.000+01:00,70.24,64,20,-0.07,None,17.875,77,83,95,25,100,100,406,2574,8343,7086,28260,44760,9900,3420,60,0,1.3125,1,84,78,91,97,78,100,94,90,41
2021-07-13,67,87,74,11,58,51,43,100,26400,35940,9540,4530,21420,450,414,73,2160,21270,2021-07-12T19:57:59.000+01:00,2021-07-13T05:56:59.000+01:00,67.53,60,22,0.14,0.1,16.875,72,62,100,25,96,99,372,2593,8416,6820,39600,31620,12900,2280,0,0,1.34375,0,79,40,91,93,77,93,95,90,56
2021-07-14,80,86,96,49,90,59,86,87,26160,29640,3480,6360,17790,2010,348,88,1200,15390,2021-07-13T23:08:02.000+01:00,2021-07-14T07:22:02.000+01:00,67.64,62,24,0.42,0.32,16.625,68,62,95,25,96,98,279,2493,6151,4954,38940,33780,12420,1260,0,0,1.3125,1,81,73,90,85,78,69,100,91,85
2021-07-15,85,95,94,80,97,56,72,93,28410,30960,2550,5730,19410,3270,380,92,300,15780,2021-07-14T22:49:23.000+01:00,2021-07-15T07:25:23.000+01:00,69.91,64,20,-0.31,0.16,17.375,77,80,100,25,96,97,133,2279,2799,2191,28080,43860,8100,240,0,6120,1.1875,0,84,85,92,92,81,95,84,89,50
2021-07-16,69,67,89,6,93,52,89,100,21720,24480,2760,5460,16050,210,327,89,1110,12390,2021-07-15T22:16:02.000+01:00,2021-07-16T05:04:02.000+01:00,73.94,68,16,-0.05,0.02,17.625,84,89,100,43,100,100,2060,4511,46939,36487,26160,19740,16440,24060,0,0,2.375,0,77,45,83,100,88,100,51,85,100
2021-07-17,67,61,35,96,95,45,62,100,20340,22620,2280,2190,13470,4680,344,90,30,11220,2021-07-16T23:14:48.000+01:00,2021-07-17T05:31:48.000+01:00,72.53,69,33,0.25,0.1,17.875,85,71,100,60,96,100,235,2441,4966,4004,34500,38160,13380,300,60,0,1.28125,0,56,40,73,8,42,84,44,91,60
2021-07-18,84,99,96,43,100,68,67,84,31110,32700,1590,6240,23070,1800,453,95,150,15990,2021-07-17T23:03:01.000+01:00,2021-07-18T08:08:01.000+01:00,72.35,68,23,0.63,0.43,17.75,87,98,100,60,71,100,419,2598,8352,7835,17940,49020,18120,1260,60,0,1.34375,0,61,83,80,8,1,51,62,91,46
2021-07-19,79,96,61,38,76,57,97,100,29070,35460,6390,3780,23670,1620,463,82,840,19590,2021-07-18T21:09:59.000+01:00,2021-07-19T07:00:59.000+01:00,76.83,72,15,0.68,0.67,17.875,84,72,100,78,40,99,332,2509,7322,5872,32400,41460,10320,2220,0,0,1.3125,0,57,70,84,99,1,48,30,86,76
2021-07-20,74,93,89,3,60,46,89,100,27660,36720,9060,5430,22110,120,521,75,1110,20310,2021-07-19T20:48:10.000+01:00,2021-07-20T07:00:10.000+01:00,72.29,67,16,0.54,0.73,17.25,92,79,100,95,71,99,449,2647,7634,7322,31800,34920,10800,1020,1200,6660,1.375,0,69,58,85,94,8,59,72,78,91
2021-07-21,78,97,97,3,88,47,91,88,30120,34800,4680,6810,23220,90,537,87,690,18240,2021-07-20T22:18:40.000+01:00,2021-07-21T07:58:40.000+01:00,70.77,65,15,0.09,0.51,16.625,95,83,100,95,96,97,364,2512,8074,6317,29580,44940,8880,3000,0,0,1.28125,0,74,68,91,73,16,97,89,68,86
2021-07-22,78,97,96,28,46,46,97,100,29730,43080,13350,6480,22050,1200,561,69,840,24570,2021-07-21T18:00:01.000+01:00,2021-07-22T05:58:01.000+01:00,68.12,62,23,0.32,0.41,17.25,92,63,100,95,96,96,304,2496,6921,5437,39960,33300,11340,1800,0,0,1.3125,0,77,68,95,95,27,78,100,73,53
2021-07-23,80,93,95,21,96,54,86,100,27840,30600,2760,5880,21090,870,500,91,600,15420,2021-07-22T22:36:58.000+01:00,2021-07-23T07:06:58.000+01:00,73.2,69,17,0.22,0.38,17.125,94,73,100,95,96,96,535,2767,9643,8858,34140,34140,15360,1680,1080,0,1.4375,0,75,73,95,88,40,86,54,67,98
2021-07-24,62,68,68,10,81,57,97,46,21900,26160,4260,4170,17340,390,338,84,930,13140,2021-07-24T01:08:01.000+01:00,2021-07-24T08:24:01.000+01:00,70.82,66,15,0.18,0.37,17.25,93,97,100,78,96,95,226,2391,4632,3860,19980,47880,12780,360,0,5400,1.21875,0,63,28,86,67,46,90,80,59,50
2021-07-25,85,100,98,96,83,51,70,78,35970,42120,6150,7560,23880,4530,548,85,240,19560,2021-07-24T22:16:32.000+01:00,2021-07-25T09:58:32.000+01:00,68.67,61,20,0.11,0.31,17.375,87,100,100,60,96,82,289,2393,5782,5462,13680,59820,12240,600,60,0,1.21875,0,82,85,99,100,59,95,98,62,44
2021-07-26,87,100,89,47,98,81,62,100,33540,35880,2340,5430,26160,1950,348,93,30,18270,2021-07-25T21:48:01.000+01:00,2021-07-26T07:46:01.000+01:00,71.89,68,24,0.83,0.54,18.5,81,84,100,60,96,60,472,2688,3077,9378,29280,37140,16560,60,0,3360,1.40625,0,58,90,100,100,64,35,46,71,29
2021-07-27,80,92,98,14,86,70,81,90,27600,31920,4320,7620,19380,600,300,86,1290,17190,2021-07-26T22:33:58.000+01:00,2021-07-27T07:25:58.000+01:00,66.1,63,16,0.06,0.54,16.625,82,72,100,60,96,79,486,2688,8574,7877,34860,36300,12360,1680,1200,0,1.40625,0,87,72,100,100,69,100,100,65,91
2021-07-28,76,83,85,15,97,64,81,100,25440,27540,2100,5190,19620,630,419,92,1320,14190,2021-07-27T22:20:59.000+01:00,2021-07-28T05:59:59.000+01:00,69.42,63,18,-0.17,0.11,17.75,76,57,100,60,71,76,325,2548,7071,5955,42000,30180,12540,1680,0,0,1.34375,0,76,63,100,67,67,99,100,65,34
2021-07-29,81,94,95,83,69,54,89,60,27930,35400,7470,5970,18570,3390,490,79,1110,19830,2021-07-28T22:48:03.000+01:00,2021-07-29T08:38:03.000+01:00,64.86,59,34,-0.12,0.05,16.875,88,98,95,78,71,84,472,2676,10218,8646,20640,39060,15780,2580,0,8340,1.375,1,81,75,100,85,72,100,90,85,26
2021-07-30,80,96,97,6,86,58,97,88,28950,33840,4890,7260,21450,240,450,86,810,17340,2021-07-29T22:33:59.000+01:00,2021-07-30T07:57:59.000+01:00,65.94,60,22,0.17,0.14,16.75,76,72,95,60,40,78,341,2577,7201,6168,35040,34860,15420,1080,0,0,1.34375,1,89,73,100,94,74,90,99,86,89
2021-07-31,70,77,96,19,72,51,72,100,23940,30000,6060,6150,16980,810,525,80,1470,16470,2021-07-30T22:19:02.000+01:00,2021-07-31T06:39:02.000+01:00,69.7,66,26,0.43,0.38,17.125,88,81,100,78,71,96,604,2834,13658,10907,29940,37680,12720,6060,0,0,1.46875,0,74,48,100,91,79,68,68,89,95
2021-08-01,78,92,96,10,95,47,99,83,27480,30540,3060,6570,20490,420,492,90,870,15390,2021-07-31T23:15:53.000+01:00,2021-08-01T07:44:53.000+01:00,70.4,66,19,-0.17,0.3,17.375,84,60,95,78,71,95,225,2421,4735,3721,40320,34560,10560,960,0,0,1.25,1,81,68,97,81,73,99,69,88,79
2021-08-02,76,87,96,22,93,57,97,58,26340,29700,3360,6450,18960,930,407,89,930,15060,2021-08-02T00:12:58.000+01:00,2021-08-02T08:27:58.000+01:00,64.74,60,22,-0.28,0.07,16.625,81,75,100,60,71,85,248,2454,5020,4228,32340,39240,14460,360,0,0,1.28125,0,88,63,92,93,79,96,99,89,100
2021-08-03,82,95,96,13,100,67,86,93,28320,29880,1560,6480,21300,540,477,95,1170,15150,2021-08-02T22:59:58.000+01:00,2021-08-03T07:17:58.000+01:00,73.92,69,16,0.06,0.04,17.375,84,81,100,60,71,95,584,2849,13340,10547,30360,30420,17220,4320,0,4080,1.5,0,82,78,93,99,83,100,44,85,98
2021-08-04,69,79,84,3,88,62,78,64,24540,28320,3780,5160,19260,120,493,87,420,14490,2021-08-04T00:08:03.000+01:00,2021-08-04T08:00:03.000+01:00,66.98,62,21,-0.03,0.12,17,90,80,100,78,96,96,463,2650,10322,8313,29880,41280,11340,3840,60,0,1.375,0,81,45,87,82,77,100,95,86,90
2021-08-05,81,98,95,56,90,52,83,67,31050,35460,4410,6030,22710,2310,605,88,510,17070,2021-08-04T23:19:01.000+01:00,2021-08-05T09:10:01.000+01:00,74.89,71,28,0.07,0.19,17.75,86,84,100,60,96,95,300,2496,5863,5200,30660,39480,15360,780,120,0,1.28125,0,78,75,92,89,76,99,29,89,100
2021-08-06,83,98,96,37,69,55,99,100,30540,38700,8160,6420,22560,1560,591,79,900,21330,2021-08-05T20:59:03.000+01:00,2021-08-06T07:44:03.000+01:00,74.29,67,22,0.42,0.35,17.125,86,90,95,60,96,89,338,2522,6939,6159,25860,45120,14280,1140,0,0,1.3125,1,77,80,96,96,79,69,63,89,88
2021-08-07,83,99,97,17,96,56,94,95,31320,34500,3180,6990,23640,690,500,91,1020,17220,2021-08-06T22:21:01.000+01:00,2021-08-07T07:56:01.000+01:00,68.89,61,24,-0.51,-0.15,17.5,87,89,100,60,96,96,664,2848,9500,10249,26340,44460,12300,1080,2220,0,1.46875,0,84,80,100,100,80,88,100,90,1
2021-08-08,80,100,97,11,72,50,91,100,32130,40020,7890,6930,24750,450,614,80,690,22560,2021-08-07T19:35:19.000+01:00,2021-08-08T06:42:19.000+01:00,78.2,71,14,0.73,0.73,17.375,94,97,100,78,100,100,1180,3425,3553,21130,20940,39240,8400,14220,0,3600,1.78125,0,59,73,100,53,75,44,30,83,82
2021-08-09,83,100,95,41,86,52,83,100,32940,38100,5160,5910,25320,1710,593,86,540,20160,2021-08-08T20:57:00.000+01:00,2021-08-09T07:32:00.000+01:00,72.47,65,22,-0.76,0.26,17,90,76,100,78,100,100,120,2245,2665,1877,31260,47340,7740,60,0,0,1.15625,0,80,80,100,62,57,80,89,85,53
